,0.0,None
atom,0.002651317658648446,None
cradle,0.002651317658648446,None
mutilation,0.002651317658648446,None
publically,0.002651317658648446,None
predetermined,0.002651317658648446,None
thee,0.002651317658648446,None
remain,0.0026607839269166883,None
courant,0.0026742152806513214,None
coowner,0.0026742152806513214,None
highrisk,0.0026742152806513214,None
epas,0.0026742152806513214,None
yerevan,0.0026742152806513214,None
brazils,0.0026742152806513214,None
binali,0.0026742152806513214,None
bharat,0.0026742152806513214,None
srinagar,0.0026742152806513214,None
ridehailing,0.0026742152806513214,None
34yearold,0.0026742152806513214,None
premiership,0.0026742152806513214,None
dividend,0.0026742152806513214,None
infinity,0.0026742152806513214,None
antiabortion,0.0026742152806513214,None
widodo,0.0026742152806513214,None
afridi,0.0026742152806513214,None
azam,0.0026742152806513214,None
alnusra,0.0026742152806513214,None
redistribute,0.0026804492939720274,None
cesspool,0.0026804492939720274,None
assuredly,0.0026804492939720274,None
posse,0.0026804492939720274,None
unrestrained,0.0026804492939720274,None
masonic,0.0026804492939720274,None
appendix,0.0026804492939720274,None
thermonuclear,0.0026804492939720274,None
consciences,0.0026804492939720274,None
smelling,0.0026804492939720274,None
disordered,0.0026804492939720274,None
goers,0.0026804492939720274,None
eucharistic,0.0026804492939720274,None
usgs,0.002686243966512633,None
cuban,0.0026890570831025183,None
bake,0.0027125763692351108,None
ethnically,0.0027125763692351108,None
scrubbed,0.0027125763692351108,None
synod,0.0027125763692351108,None
lacking,0.0027133207659098707,None
kane,0.002713709850635508,None
dip,0.002713709850635508,None
motorcycles,0.002713709850635508,None
rows,0.002713709850635508,None
bashir,0.002713709850635508,None
relocation,0.002726365544434699,None
representation,0.0027299710151837933,None
regret,0.0027299710151837933,None
750,0.0027438310695664754,None
nongovernmental,0.0027438310695664754,None
edmonton,0.0027438310695664754,None
battered,0.0027438310695664754,None
workshop,0.0027492949975815454,None
heroin,0.0027492949975815454,None
raymond,0.0027584343434260035,None
teach,0.00276694796482237,None
outed,0.0027678195146748786,None
affirmation,0.0027678195146748786,None
radicalism,0.0027678195146748786,None
malfeasance,0.0027678195146748786,None
poking,0.0027678195146748786,None
stifling,0.0027678195146748786,None
apt,0.0027703211431478617,None
sixteen,0.0027703211431478617,None
unwittingly,0.0027703211431478617,None
texts,0.002772203990630859,None
ethiopian,0.002775653801947126,None
exporters,0.002775653801947126,None
clarified,0.0027772887983057368,None
automatic,0.002777551594800383,None
propensity,0.0027783384808516384,None
amusing,0.0027783384808516384,None
signify,0.0027783384808516384,None
hordes,0.0027783384808516384,None
covertly,0.0027783384808516384,None
illiterate,0.0027783384808516384,None
mathematical,0.0027783384808516384,None
unredacted,0.0027783384808516384,None
belonging,0.002787830690784639,None
grandson,0.0027923378351039007,None
choi,0.0027933444486758843,None
utc,0.0027933444486758843,None
carolinas,0.0027933444486758843,None
inked,0.0027933444486758843,None
tmz,0.0027933444486758843,None
sec,0.0027933444486758843,None
pas,0.0027933444486758843,None
zia,0.0027933444486758843,None
saleh,0.002796234143602977,None
learnt,0.002796234143602977,None
convenient,0.0028308465896833917,None
moments,0.0028412515124726315,None
forbidden,0.002844016622033189,None
converted,0.0028442441319752386,None
manufactured,0.002850270318740265,None
number,0.0028718739439075333,None
lose,0.0028726890042223108,None
voiced,0.0028840105513491224,None
finances,0.0028897769731819583,None
locked,0.0028910544590543324,None
owns,0.0028953328084500014,None
mullahs,0.002914533122777146,None
offence,0.0029158716687964605,None
exceeds,0.0029226344357690857,None
flaws,0.002929849300419032,None
transactions,0.0029318702986247214,None
responded,0.0029488483424164806,None
selfimposed,0.0029639823212841082,None
threejudge,0.0029639823212841082,None
aslam,0.0029639823212841082,None
fivestar,0.0029639823212841082,None
publicprivate,0.0029639823212841082,None
recognising,0.0029639823212841082,None
lal,0.0029639823212841082,None
englishlanguage,0.0029639823212841082,None
ezzor,0.0029639823212841082,None
195053,0.0029639823212841082,None
vicechancellor,0.0029639823212841082,None
thirdlargest,0.0029639823212841082,None
barrister,0.0029639823212841082,None
decadelong,0.0029639823212841082,None
malacañang,0.0029639823212841082,None
jonguns,0.0029639823212841082,None
bhd,0.0029639823212841082,None
lang,0.0029639823212841082,None
yung,0.0029639823212841082,None
moto,0.0029639823212841082,None
saa,0.0029639823212841082,None
waziristan,0.0029639823212841082,None
marked,0.0029737122400192496,None
57,0.0029738215507589872,None
entrance,0.0029774521582393945,None
wins,0.0029774521582393945,None
wells,0.0029884314882168053,None
rankings,0.0029954872899979556,None
kang,0.0029954872899979556,None
tall,0.0029963347184493792,None
walking,0.0029964537196848504,None
wa,0.0030030335517272242,None
pruitt,0.0030030335517272242,None
church,0.003012485710082883,None
elegant,0.003014912712623405,None
greenblatt,0.003014912712623405,None
ji,0.003014912712623405,None
higher,0.003017642522172482,None
telecommunications,0.0030397434874207116,None
income,0.0030448204102782295,None
offered,0.003051999054502728,None
gym,0.0030542002568809934,None
eased,0.0030542002568809934,None
116,0.0030567244795886156,None
horrified,0.003065013937728897,None
served,0.003086701285807177,None
secondly,0.0030905253742521707,None
attendants,0.0030905253742521707,None
2700,0.0030905253742521707,None
kung,0.0030905253742521707,None
prefecture,0.0030905253742521707,None
wage,0.0030911993999041035,None
scare,0.003098640376432918,None
endorsing,0.003098640376432918,None
referencing,0.003098640376432918,None
deciding,0.0030987051250581108,None
rooted,0.0031049802053211444,None
joining,0.0031112051192903494,None
intense,0.003125407193161451,None
temporarily,0.0031462625158922846,None
neighbors,0.003153259251034739,None
kings,0.0031534249814747367,None
battling,0.0031573541950308277,None
founders,0.0031575253147609764,None
warren,0.0031575253147609764,None
previous,0.0031589023790150033,None
yemeni,0.0031645931750310316,None
nevertheless,0.0031723926193464,None
runway,0.0031821320123809602,None
built,0.0031838460762803715,None
chilling,0.003195646648574185,None
halt,0.003209874774732973,None
consuming,0.0032191502872760073,None
subvert,0.003250829232467625,None
fraction,0.003251536216047723,None
shelter,0.003266818824752023,None
lifes,0.0032856382486308178,None
yearold,0.0032856382486308178,None
10yearold,0.0032856382486308178,None
30year,0.0032856382486308178,None
plateau,0.0032856382486308178,None
galleries,0.0032856382486308178,None
eagles,0.0032856382486308178,None
neighbourhoods,0.0032856382486308178,None
prodemocracy,0.0032856382486308178,None
1830,0.0032856382486308178,None
350000,0.0032856382486308178,None
reddy,0.0032856382486308178,None
36yearold,0.0032856382486308178,None
longerterm,0.0032856382486308178,None
koreaus,0.0032856382486308178,None
bajwa,0.0032856382486308178,None
pashinyan,0.0032856382486308178,None
photovcg,0.0032856382486308178,None
surat,0.0032856382486308178,None
woes,0.00328587643104535,None
circus,0.0032950554241733517,None
yahoo,0.0032950554241733517,None
netherlands,0.0032968630855582564,None
kidnapping,0.0032968630855582564,None
demoted,0.003300429405060091,None
scandalous,0.003300429405060091,None
pairs,0.003306617952730376,None
showcasing,0.003306617952730376,None
methamphetamine,0.003306617952730376,None
hospitalized,0.003308558718645199,None
marred,0.0033125857618184064,None
corrections,0.0033125857618184064,None
backgrounds,0.0033208477403831056,None
rocket,0.0033297646740300395,None
creek,0.003340283617043183,None
detectives,0.0033487328655346866,None
watch,0.003350937471601453,None
108,0.003366190409667806,None
smoothly,0.003366190409667806,None
scrapping,0.003366190409667806,None
mou,0.003366190409667806,None
outlet,0.0033752569041926687,None
reserves,0.0033885376190359276,None
unspoken,0.003392047270862296,None
agitating,0.003392047270862296,None
eloquently,0.003392047270862296,None
summarize,0.003392047270862296,None
romantic,0.0034047700353687983,None
resulted,0.0034161214765575224,None
baker,0.003417161406222767,None
jeep,0.0034196276361597093,None
renovation,0.0034196276361597093,None
tradition,0.003423131244280484,None
persons,0.0034292600743738933,None
drinks,0.003433939058365372,None
amendments,0.0034354757051616998,None
happens,0.0034360793708429764,None
abu,0.003438190505164538,None
supplies,0.003438190505164538,None
harvard,0.003438263084131755,None
margin,0.0034445359990260354,None
likewise,0.0034554282843995013,None
sells,0.003457595818906599,None
sooner,0.0034692717330558546,None
pizza,0.003488634700093976,None
overhead,0.003488634700093976,None
stigma,0.003488634700093976,None
organized,0.003491375790239853,None
radiation,0.0034918800892855856,None
governor,0.0035046745448757814,None
rushed,0.0035204455123027125,None
dad,0.003526645447596241,None
merger,0.0035291789828254356,None
southwestern,0.0035291789828254356,None
hebdo,0.0035300474822743443,None
hipster,0.0035300474822743443,None
smoldering,0.0035300474822743443,None
guerilla,0.0035300474822743443,None
ingesting,0.0035300474822743443,None
lbj,0.0035300474822743443,None
exquisitely,0.0035300474822743443,None
warmongering,0.0035300474822743443,None
graver,0.0035300474822743443,None
metadata,0.0035300474822743443,None
scheming,0.0035300474822743443,None
falsification,0.0035300474822743443,None
ilhan,0.0035300474822743443,None
drenched,0.0035300474822743443,None
scoops,0.0035300474822743443,None
toil,0.0035300474822743443,None
causal,0.0035300474822743443,None
usurper,0.0035300474822743443,None
particular,0.0035483516753897935,None
undoing,0.003555145974760839,None
renounce,0.003555145974760839,None
unleashing,0.003555145974760839,None
laetitia,0.003555145974760839,None
testament,0.0035607499951960074,None
reviews,0.0035680029729278718,None
compared,0.003573539160321485,None
chapel,0.003600578760569482,None
nod,0.003600578760569482,None
comeback,0.003600578760569482,None
struggles,0.003603811588041761,None
approved,0.003606905030351661,None
synonymous,0.0036120482034729825,None
contemporary,0.003616884364534404,None
impossible,0.003621699545552498,None
punishing,0.0036232248948438106,None
lectures,0.00362596741150742,None
plus,0.003635036926195467,None
sizes,0.003639431858488867,None
horn,0.003639431858488867,None
ellen,0.00364230485651307,None
sculptures,0.0036427655791557204,None
bridgeport,0.0036427655791557204,None
cosmetics,0.0036427655791557204,None
oneill,0.0036427655791557204,None
privatesector,0.0036427655791557204,None
militarystyle,0.0036427655791557204,None
selfproclaimed,0.0036427655791557204,None
erdogans,0.0036427655791557204,None
corbyns,0.0036427655791557204,None
threemonth,0.0036427655791557204,None
himalayan,0.0036427655791557204,None
nirav,0.0036427655791557204,None
lim,0.0036427655791557204,None
lowlevel,0.0036427655791557204,None
antiterror,0.0036427655791557204,None
zumas,0.0036427655791557204,None
organisers,0.0036427655791557204,None
65yearold,0.0036427655791557204,None
c2018,0.0036427655791557204,None
makkah,0.0036427655791557204,None
levelled,0.0036427655791557204,None
mqm,0.0036427655791557204,None
qureshi,0.0036427655791557204,None
cheema,0.0036427655791557204,None
pasco,0.0036427655791557204,None
ecp,0.0036427655791557204,None
evaluation,0.0036430794904381775,None
prosecutor,0.0036466642983219977,None
yo,0.003650170071700293,None
restive,0.003650170071700293,None
annapolis,0.003650170071700293,None
shrine,0.003650170071700293,None
revolution,0.003653247265040289,None
traveled,0.0036604364771206615,None
flew,0.0036637810900771637,None
impacts,0.0036704422407265896,None
sufficiently,0.003672606398446128,None
provoke,0.003672606398446128,None
grow,0.0036757279088060735,None
classic,0.00368192963251382,None
deceased,0.003686859813096393,None
va,0.003686859813096393,None
robust,0.003696563219849386,None
embrace,0.0037009208163483547,None
60s,0.0037069086437258652,None
newport,0.0037069086437258652,None
meredith,0.0037069086437258652,None
beit,0.0037069086437258652,None
sochi,0.0037069086437258652,None
