Speaker	Truth-Rating	Statement	PolitiFact explanations	URL
Lindsey Graham	2	"The Geneva Convention did not apply, until 2005, to the war on terror."	Only if you agree with Bush administration interpretation	/truth-o-meter/statements/2009/apr/28/lindsey-graham/sen-lindsey-graham-claims-geneva-conventions-didnt/	
Lindsey Graham	3	"If you took every penny of the 1 percent, including their dog, you wouldn't even begin to balance the budget."	Doggie dollars don't add up to much	/new-hampshire/statements/2015/mar/27/lindsey-graham/lindsey-graham-says-taking-every-penny-wealthiest-/	
Lindsey Graham	3	"The labor participation rate is at an all-time low."	We'll try not to belabor the point	/truth-o-meter/statements/2015/mar/08/lindsey-graham/lindsey-graham-has-it-wrong-meet-press-labor-parti/	
Lindsey Graham	4	The USAFreedom Act undercuts privacy because"the phone records will be in the hands of the phone companies with hundreds of people available to look at the records, versus 20 or 30 people in the government."	The records aren't changing hands	/truth-o-meter/statements/2015/jun/04/lindsey-graham/lindsey-graham-freedom-act-means-less-privacy-phon/	
Lindsey Graham	4	"The average student will be spending $1,700 to $1,800 more during the life of their loan because of this surcharge."	No change to student loan rate 	/truth-o-meter/statements/2010/mar/30/lindsey-graham/new-bill-doesnt-alter-interest-rate/	
David Wu	1	House Republican plan would increase costs for Oregon seniors by $6,000 with health care vouchers instead of Medicare	Much is uncertain but that is close to a CBO estimate	/oregon/statements/2011/may/06/david-wu/david-wu-highlights-worries-over-paul-ryans-medica/	
Republican National Committee	0	Over the last six months, President Barack Obama has golfed 10 times and held 106 fundraisers, but his jobs council has never met.	Yes, lots of time on the links	/truth-o-meter/statements/2012/jul/19/republican-national-committee-republican/did-barack-obama-hold-100-plus-fundraisers-while-h/	
Republican National Committee	0	Barack Obama and the Democrats have "proposed a tax for not having health insurance."	Dems want to prod you to get insurance	/truth-o-meter/statements/2009/sep/28/republican-national-committee-republican/tax-not-having-insurance-health-reform/	
Republican National Committee	0	"Obama Skips Out On Condemning Left-Wing Attacks On Gen. Petraeus Despite Casting Other 'Important Votes' Earlier And Later In The Day."	Maybe he had a lunch date?	/truth-o-meter/statements/2007/sep/21/republican-national-committee-republican/maybe-he-had-a-lunch-date/	
Republican National Committee	1	"The average family premium has increased by 29% under Obama!"	Yes, though that's half the rate of increase of the previous nine years	/truth-o-meter/statements/2013/sep/04/republican-national-committee-republican/republican-national-committee-says-health-insuranc/	
Republican National Committee	1	Since President Obama took office, "2 million jobs. Gone."	But up 1 million over the last year	/ohio/statements/2011/jul/13/republican-national-committee-republican/republican-national-committees-ad-says-2-million-j/	
Republican National Committee	1	Georgia has lost more than 124,000 jobs and the unemployment rate has increased since the stimulus passed	Unemployment up in Georgia, but it could be worse	/georgia/statements/2010/aug/05/republican-national-committee-republican/obamas-stimulus-hasnt-helped-georgia-gop-says/	
Republican National Committee	1	"Obama has maintained a friendship with a now convicted felon."	Friends, perhaps, but out of touch	/truth-o-meter/statements/2008/jun/18/republican-national-committee-republican/friends-perhaps-but-out-of-touch/	
Republican National Committee	1	"If Sen. Hillary Clinton could enact all of her campaign proposals, taxpayers would be faced with financing more than $777.6-billion in new spending over one White House term."	RNC number-crunchers crunch Hillary accurately	/truth-o-meter/statements/2007/nov/26/republican-national-committee-republican/rnc-number-crunchers-crunch-hillary-accurately/	
Republican National Committee	2	"The latest Quinnipiac poll found that nearly six-in-ten Americans oppose ObamaCare -- 30% support the law and 57% oppose it."	Readers caught a wrong number	/truth-o-meter/statements/2013/dec/19/republican-national-committee-republican/rnc-posts-wrong-poll-figure-obama-support-quickly-/	
Republican National Committee	2	Despite President Barack Obama's promise to cut healthcare costs, "the average cost of a family policy is up $1,300."	Share of increase borne by employees is one-tenth that	/truth-o-meter/statements/2012/mar/20/republican-national-committee-republican/rnc-ad-blames-obama-1300-spike-family-health-care-/	
Republican National Committee	2	In Pennsylvania, President Barack Obamas policies have increased unemployment 19 percent, led to the loss of 37,900 manufacturing jobs, and left 189,000 more people in poverty.	The manufacturing jobs statistic leaves out key context	/truth-o-meter/statements/2011/nov/30/republican-national-committee-republican/republican-national-committee-web-video-attacks-ba/	
Republican National Committee	2	"Under the new and little known 'global justice' initiative," the Obama administration has ordered FBI agents to "read Miranda Rights to high-value terrorist detainees captured on the battlefield."	Not every terrorist detaineee is Mirandized	/truth-o-meter/statements/2009/jul/14/republican-national-committee-republican/gop-claims-obama-has-ordered-fbi-read-miranda-righ/	
Republican National Committee	2	Judge Sotomayor has said "that policy is made on the U.S. Court of Appeals."	Context counts	/truth-o-meter/statements/2009/may/26/republican-national-committee-republican/rnc-claims-supreme-court-nominee-sonia-sotomayor-s/	
Republican National Committee	2	"Under Barack Obama's plan, the government would spend $1-trillion more."	Another Truth-O-Meter vs. Spend-O-Meter smackdown	/truth-o-meter/statements/2008/oct/01/republican-national-committee-republican/another-truth-o-meter-vs-spend-o-meter-smackdown/	
Republican National Committee	2	Says Obama opposes lower gas taxes, nuclear power, new offshore drilling and doesn't have "new solutions" to the energy crisis.	RNC ad right on drilling and taxes, wrong on other points	/truth-o-meter/statements/2008/jul/07/republican-national-committee-republican/rnc-ad-right-on-drilling-and-taxes-wrong-on-other-/	
Republican National Committee	2	"Obama's liberal fiscal agenda: Over $874-billion in new spending."	Funny math doesn't quite add up	/truth-o-meter/statements/2008/feb/29/republican-national-committee-republican/funny-math-doesnt-quite-add-up/	
Republican National Committee	2	Barack Obama supported keeping troops in Iraq, but now he wants a "precipitous withdrawal" regardless of "conditions on the ground" or "consequences of a defeat for the United States," an RNC radio ad.	Obama urges withdrawal, but allows for national interest concerns.	/truth-o-meter/statements/2007/aug/22/republican-national-committee-republican/obama-urges-withdrawal-but-allows-for-national-int/	
Republican National Committee	2	Hillary Clinton was against setting a deadline for withdrawal, but now she wants a "precipitous withdrawal" regardless of "conditions on the ground" or "consequences of a defeat for the United States," an RNC radio ad.	Clinton has avoided setting a withdrawal deadline	/truth-o-meter/statements/2007/aug/22/republican-national-committee-republican/clinton-has-avoided-setting-a-withdrawal-deadline/	
Republican National Committee	3	DNC chair Debbie Wasserman Schultz "denied unemployment went up under Obama."	Not what she actually said	/florida/statements/2011/dec/15/republican-national-committee-republican/did-dnc-chair-wasserman-schultz-deny-unemployment-/	
Republican National Committee	3	"Barack Obama and Joe Biden oppose new drilling at home and oppose nuclear power."	They oppose drilling but not nuclear energy	/truth-o-meter/statements/2008/aug/27/republican-national-committee-republican/they-oppose-drilling-but-not-nuclear-energy/	
Republican National Committee	3	Obama "voted against critical resources: no to individual body armor, no to helicopters, no to ammunition, no to aircraft."	RNC goes cherry-picking	/truth-o-meter/statements/2008/jul/23/republican-national-committee-republican/rnc-goes-cherry-picking/	
Republican National Committee	3	Obama's plan to raise the capital gains tax "hurts the middle class."	Mostly, higher incomes pay capital gains tax 	/truth-o-meter/statements/2008/jun/11/republican-national-committee-republican/mostly-higher-incomes-pay-capital-gains-tax-/	
Republican National Committee	3	Says Obama flip-flopped on a gas-tax "holiday."	A flip, but maybe not a flop	/truth-o-meter/statements/2008/apr/24/republican-national-committee-republican/a-flip-but-maybe-not-a-flop/	
Republican National Committee	4	Says U.S. Rep. Debbie Wasserman Schultz "voted to cut off Floridas veterans and their benefits."	Some big veterans groups didn't like the bill either	/truth-o-meter/statements/2013/oct/16/republican-national-committee-republican/rnc-says-wasserman-schultz-voted-cut-veterans-bene/	
Republican National Committee	4	"2008: Unions Spent $400 Million to Elect Obama."	Too many holes in a big number	/truth-o-meter/statements/2011/mar/15/republican-national-committee-republican/rnc-said-unions-raised-400-million-obama-2008/	
Republican National Committee	4	The Obama administration offered "$900 million to Hamas, a recognized terrorist organization, to rebuild Gaza."	Humanitarian aid to Gaza, not Hamas	/truth-o-meter/statements/2009/jul/14/republican-national-committee-republican/RNC-poll-Hamas-Gaza/	
Republican National Committee	4	"Did Obama know that Tony Rezko was saving him $300,000 on the purchase of his home?"	No proof Rezko saved Obama money on home	/truth-o-meter/statements/2008/jun/17/republican-national-committee-republican/no-proof-rezko-saved-obama-money-on-home/	
Republican National Committee	4	Obama couldn't have afforded his home without Rezko's help.	There's no "gotcha" here	/truth-o-meter/statements/2008/jun/17/republican-national-committee-republican/theres-no-"gotcha"-here/	
Republican National Committee	4	"Hillary's baby bond proposal would give $5,000 to each of the 4-million babies born in the U.S. each year, totaling $20-billion per year, multiplied by four years = $80-billion."	RNC makes $80-billion baby bond boo-boo	/truth-o-meter/statements/2007/nov/26/republican-national-committee-republican/rnc-makes-80-billion-baby-bond-boo-boo/	
Republican National Committee	5	"Barack Obama thinks terrorists just need a good talking to."	The RNC needs a good talking to	/truth-o-meter/statements/2008/oct/22/republican-national-committee-republican/the-rnc-needs-a-good-talking-to/	
Republican National Committee	5	RNC version of a Hillary Clinton valentine: "Roses are red, violets are blue, I'll raise your taxes and there is nothing you can do."	Hunk of burning love	/truth-o-meter/statements/2008/feb/14/republican-national-committee-republican/hunk-of-burning-love/	
Tony Evers	2	A private school tax break in the Wisconsin state budget is "the most generous in the nation."	Among the more generous	/wisconsin/statements/2013/jun/27/tony-evers/wisconsins-new-private-school-tax-break-most-gener/	
